signal_id,time,symbol,direction,dir_str,entry,sl,tp,r_ratio,atr_pips,n_optional,rsi
S16-GBPAUD-H1-IB0006,2026-08-04 15:00:00,GBPAUD,-1,SHORT,1.91075,1.91248,1.90729,2.0,17.8,0,32.9
S16-GBPAUD-H1-IB0007,2026-08-11 12:00:00,GBPAUD,-1,SHORT,1.91335,1.91546,1.90913,2.0,16.8,0,48.8
S16-GBPAUD-H1-IB0008,2026-08-13 15:00:00,GBPAUD,-1,SHORT,1.91159,1.91351,1.90775,2.0,14.3,0,49.1
