signal_id,time,symbol,direction,dir_str,entry,sl,tp,r_ratio,atr_pips,n_optional,rsi
S8-EURCAD-H1-FLG0001,2026-07-30 01:00:00,EURCAD,1,LONG,1.61071,1.60856,1.61609,2.5,16.2,0,66.5
S8-EURCAD-H1-IB0012,2026-07-30 15:00:00,EURCAD,1,LONG,1.6128,1.61012,1.61816,2.0,13.5,0,71.9
S8-EURCAD-H1-IB0013,2026-08-04 18:00:00,EURCAD,1,LONG,1.62217,1.6189,1.62871,2.0,13.2,0,67.6
S8-EURCAD-H1-IB0014,2026-08-07 07:00:00,EURCAD,1,LONG,1.61573,1.61493,1.61733,2.0,8.0,0,44.1
