signal_id,time,symbol,direction,dir_str,entry,sl,tp,r_ratio,atr_pips,n_optional,rsi
S17-AUDCAD-H1-IB0006,2026-08-11 16:00:00,AUDCAD,1,LONG,0.9854,0.98376,0.98868,2.0,9.2,0,63.0
S17-AUDCAD-H1-IB0007,2026-08-25 14:00:00,AUDCAD,1,LONG,0.99186,0.99069,0.9942,2.0,8.1,0,63.7
S17-AUDCAD-H1-IB0008,2026-08-27 15:00:00,AUDCAD,1,LONG,0.99792,0.99593,1.0019,2.0,8.6,0,60.6
