signal_id,time_check,symbol,direction,status,entry,sl,tp,r_ratio,armed_at,triggered_at,exit_price,exit_time,result_r,pnl_usd,commission_usd,swap_usd
S12-EURAUD-H1-IB0006,2026-07-30 14:02:20.362650,EURAUD,-1,ai_reject,1.6435,1.64623,1.63804,2.0,2026-07-30 12:00:00,,,,0.0,,,
S12-EURAUD-H1-IB0007,2026-08-04 13:02:52.105302,EURAUD,-1,ai_reject,1.63825,1.64076,1.63323,2.0,2026-08-04 11:00:00,,,,0.0,,,
