signal_id,time,symbol,direction,dir_str,entry,sl,tp,r_ratio,atr_pips,n_optional,rsi
S12-EURAUD-H1-IB0006,2026-07-30 12:00:00,EURAUD,-1,SHORT,1.6435,1.64623,1.63804,2.0,19.7,0,51.5
S12-EURAUD-H1-IB0007,2026-08-04 11:00:00,EURAUD,-1,SHORT,1.63825,1.64076,1.63323,2.0,15.2,0,35.6
