signal_id,time,symbol,direction,dir_str,entry,sl,tp,r_ratio,atr_pips,n_optional,rsi
S6-US30-IB0001,2026-08-11 21:45:00,US30,-1,SHORT,53803.5,53850.0,53710.5,2.0,48.8,0,32.8
S6-US30-SIG0001,2026-08-13 17:00:00,US30,1,LONG,54018.6,53876.9,54656.25,4.5,51.3,2,63.9
S6-US30-IB0002,2026-08-13 17:45:00,US30,-1,SHORT,53806.6,54021.6,53376.6,2.0,64.7,0,42.7
