signal_id,time_check,symbol,direction,status,entry,sl,tp,r_ratio,armed_at,triggered_at,exit_price,exit_time,result_r,pnl_usd,commission_usd,swap_usd
S11-USDCAD-IB0002,2026-06-23 09:15:05.057906,USDCAD,1,TP,1.41645,1.41567,1.41801,2.0,,2026-06-23 05:45:00,1.41803,2026-06-23 12:12:21,2.026,,,
S11-USDCAD-SIG0001,2026-06-24 06:15:05.039952,USDCAD,1,TP,1.41699,1.41557,1.42196,3.5,,2026-06-23 06:00:00,1.42195,2026-06-24 09:05:27,3.493,3.46,,
S11-USDCAD-IB0005,2026-06-24 11:15:05.078028,USDCAD,1,TP,1.42181,1.42103,1.42337,2.0,,2026-06-24 09:00:00,1.42339,2026-06-24 14:13:04,2.026,4.55,,
S11-USDCAD-SIG0002,2026-06-25 15:30:05.117322,USDCAD,1,news_close,1.42199,1.42098,1.42654,4.5,,2026-06-24 09:15:00,1.42448,2026-06-25 15:30:05.117322,2.465,5.2534,,
S11-USDCAD-IB0006,2026-06-25 15:30:05.117322,USDCAD,1,news_close,1.42279,1.42145,1.42547,2.0,,2026-06-24 20:15:00,1.42439,2026-06-25 18:30:06,1.162,2.22,,
S11-USDCAD-IB0003,2026-06-25T19:23:03,USDCAD,1,expirat,1.42111,1.4202,1.42293,2.0,,,,,0.0,,,
S11-USDCAD-IB0008,2026-06-26 08:45:05.170884,USDCAD,1,SL,1.42021,1.41878,1.42307,2.0,,2026-06-26 02:30:00,1.4188,2026-06-26 11:43:12,-0.986,-1.99,,
S11-USDCAD-IB0009,2026-06-29 18:00:05.211093,USDCAD,1,invalidat,1.42198,1.42027,1.4254,2.0,,,,,0.0,0.0,,
S11-USDCAD-IB0010,2026-06-29 19:46:15.984351,USDCAD,1,invalidat,1.4217,1.42049,1.42412,2.0,,,,,0.0,0.0,,
S11-USDCAD-SIG0003,2026-06-29 20:00:35.688477,USDCAD,1,SL,1.42163,1.41978,1.42995,4.5,,2026-06-29 17:00:00,1.41977,2026-06-29 22:50:30,-1.005,-2.8,,
S11-USDCAD-IB0011,2026-06-30 09:29:45.693220,USDCAD,1,TP,1.42063,1.41977,1.42235,2.0,,2026-06-29 22:00:00,1.42237,2026-06-30 07:13:29,2.023,3.54,,
S11-USDCAD-IB0001,2026-06-30 15:05:26.029198,USDCAD,1,TP,1.41645,1.41567,1.41801,2.0,,2026-06-23 08:50:30,1.41803,2026-06-23 12:12:21,2.026,1.11,,
S11-USDCAD-IB0004,2026-06-30 20:58:32,USDCAD,1,TP,1.42201,1.42098,1.42654,4.398,2026-06-24 12:16:48,2026-06-24 12:16:48,1.42448,2026-06-25 18:30:05,2.398,5.2,,
S11-USDCAD-IB0007,2026-06-30 21:50:50,USDCAD,1,expirat,1.42038,1.41957,1.422,2.0,,,,,0.0,0.0,,
S11-USDCAD-IB0012,2026-07-01 16:45:05.348068,USDCAD,1,invalidat,1.42372,1.42265,1.42586,2.0,2026-07-01 16:00:00,,,,0.0,0.0,,
S11-USDCAD-IB0013,2026-07-06 18:00:10.433166,USDCAD,1,invalidat,1.42366,1.42231,1.42636,2.0,2026-07-06 17:30:00,,,,0.0,0.0,,
S11-USDCAD-IB0014,2026-07-07 16:30:06.793555,USDCAD,1,invalidat,1.42284,1.42169,1.42514,2.0,2026-07-07 16:00:00,,,,0.0,0.0,,
S11-USDCAD-IB0015,2026-07-21 15:36:46.304920,USDCAD,1,SL,1.40688,1.40564,1.40936,2.0,2026-07-21 10:30:00,2026-07-21 15:42:49,1.40561,2026-07-21 15:42:49,-1.024,-1.84,-0.14,0.0
S11-USDCAD-SIG0004,2026-07-21 21:45:05.299437,USDCAD,1,TP,1.40514,1.40385,1.41094,4.5,2026-07-20 17:30:00,2026-07-20 17:45:00,1.41103,2026-07-21 21:38:39,4.566,12.06,-0.22,0.05
S11-USDCAD-SIG00_1816531748,2026-07-22 10:41:18,USDCAD,1,TP,1.40536,1.40385,1.41094,3.695,2026-07-20 20:55:15,2026-07-20 20:55:15,1.41103,2026-07-22 00:38:39,3.755,12.06
S11-USDCAD-IB001_1817703514,2026-07-22 19:26:46.556055,USDCAD,1,SL,1.4069,1.40564,1.40936,1.952,,2026-07-21 11:36:12,1.40561,2026-07-21 12:42:49,-1.024,-1.84,-0.14,0.0
S11-USDCAD-IB0016,2026-07-23 01:00:05.499460,USDCAD,1,SL,1.40857,1.40755,1.41061,2.0,2026-07-23 00:30:00,2026-07-21 15:42:49,1.40561,2026-07-21 15:42:49,-2.902,-1.84,-0.14,0.0
S11-USDCAD-IB0017,2026-07-24 04:00:05.296543,USDCAD,1,SL,1.40878,1.40718,1.41198,2.0,2026-07-23 17:00:00,2026-07-23 17:15:00,1.40721,2026-07-24 03:59:22,-0.981,-2.43,-0.14,0.03
